003.01,003.02,003.03,003.04,003.05,003.06,003.07,003.08,003.09,003.10,003.11,003.12,003.13,003.14,003.15,003.16,003.17,combined
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,safe seismic friendly house project sigi central sulawesi. pembangunan hunian tetap menggunakan teknik plastered wire ferrocement reinforcement. jumlah hunian yang dibangun dengan menggunakan teknik plastered wire ferrocement reinforcement. hibah
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,safe seismic friendly house project sigi central sulawesi. retrofit rumah rusak sedang agar aman dari ancaman gempa bumi mendatang. jumlah hunian yang di retrofit agar aman dari ancaman gempabumi. hibah
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,locally led disaster preparedness and protection through strong institutions capable staff and continuous learning in three provinces in indonesia. improved subnational capacity to prepare and implement effective protection focused humanitarianresponse through inclusive institutional strengthening and contingency planning. of functional contingency plans and local disaster response frameworks. hibah
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,locally led disaster preparedness and protection through strong institutions capable staff and continuous learning in three provinces in indonesia. improved subnational capacity to prepare and implement effective protection focused humanitarianresponse through inclusive institutional strengthening and contingency planning. number of people covered by early actioncontingency plans. hibah
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,locally led disaster preparedness and protection through strong institutions capable staff and continuous learning in three provinces in indonesia. improved subnational capacity to prepare and implement effective protection focused humanitarianresponse through inclusive institutional strengthening and contingency planning. of community members taking part in contingency and ldrf planning through project activities. hibah
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,locally led disaster preparedness and protection through strong institutions capable staff and continuous learning in three provinces in indonesia. improved subnational capacity to prepare and implement effective protection focused humanitarianresponse through inclusive institutional strengthening and contingency planning. of standard operating procedures for activation of dp cluster at a provincial level. hibah
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,locally led disaster preparedness and protection through strong institutions capable staff and continuous learning in three provinces in indonesia. improved subnational capacity to prepare and implement effective protection focused humanitarianresponse through inclusive institutional strengthening and contingency planning. number of operations control centre pusdalops utilize digital platforms and are capable to support covid task force subnational level. hibah
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,locally led disaster preparedness and protection through strong institutions capable staff and continuous learning in three provinces in indonesia. improved professional quality and accountability of humanitarian response by of government duty bearers and civil society stakeholders according to their respective mandates and international humanitarian standards in future disasters. capacity building protection number of participants showing an increased knowledge on the protection subject in focus protection dp capacity building kri. hibah
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,locally led disaster preparedness and protection through strong institutions capable staff and continuous learning in three provinces in indonesia. improved professional quality and accountability of humanitarian response by of government duty bearers and civil society stakeholders according to their respective mandates and international humanitarian standards in future disasters. of curricula and training materials developed. hibah
